timestamp,frame_number,class_label,confidence,severity,risk_score,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,vehicle_count
2026-07-06 16:44:43,2,Accident,0.6365,Low,40.4,847,113,1028,305,937,209,19
2026-07-06 16:44:44,4,Accident,0.5534,Low,31.6,853,122,1045,305,949,213,24
2026-07-06 16:44:47,10,Accident,0.3609,Low,31.6,889,91,1115,328,1002,209,24
2026-07-06 16:44:48,14,Accident,0.3641,Low,31.6,443,143,492,239,467,191,21
2026-07-06 16:44:49,16,Accident,0.6086,Medium,60.0,447,144,495,240,471,192,22
2026-07-06 16:44:49,16,Accident,0.4959,Medium,60.0,653,89,828,301,740,195,22
2026-07-06 16:44:56,18,Accident,0.789,Medium,60.0,665,90,852,309,758,199,23
2026-07-06 16:44:56,18,Accident,0.6352,Medium,60.0,451,145,499,244,475,194,23
2026-07-06 16:45:02,20,Accident,0.7437,Medium,59.6,667,90,864,317,765,203,21
2026-07-06 16:45:02,20,Accident,0.5633,Medium,59.6,451,144,503,245,477,194,21
2026-07-06 16:45:02,20,Accident,0.3391,Medium,59.6,313,163,450,299,381,231,21
2026-07-06 16:45:09,22,Accident,0.5905,Low,44.6,669,95,875,318,772,206,22
2026-07-06 16:45:09,22,Accident,0.453,Low,44.6,315,163,456,304,385,233,22
2026-07-06 16:45:09,22,Accident,0.347,Low,44.6,453,145,506,247,479,196,22
2026-07-06 16:45:09,24,Accident,0.669,Medium,60.0,679,119,903,329,791,224,23
2026-07-06 16:45:09,24,Accident,0.5221,Medium,60.0,319,160,461,312,390,236,23
2026-07-06 16:45:16,26,Accident,0.8228,Medium,60.0,685,120,918,342,801,231,23
2026-07-06 16:45:23,28,Accident,0.7625,Medium,60.0,689,121,935,351,812,236,23
2026-07-06 16:45:23,28,Accident,0.3907,Medium,60.0,1032,138,1194,320,1113,229,23
2026-07-06 16:45:29,30,Accident,0.4504,Low,32.7,695,124,953,359,824,241,22
2026-07-06 16:45:30,32,Accident,0.4291,Low,41.5,331,152,532,331,431,241,21
2026-07-06 16:45:30,32,Accident,0.4199,Low,41.5,1079,153,1257,342,1168,247,21
2026-07-06 16:45:31,34,Accident,0.5911,Medium,60.0,392,150,535,284,463,217,21
2026-07-06 16:45:31,34,Accident,0.5578,Medium,60.0,1097,151,1282,351,1189,251,21
