timestamp,frame_number,class_label,confidence,severity,risk_score,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,vehicle_count
2026-07-09 12:39:15,2,Accident,0.5907,Low,17.2,325,181,522,331,423,256,0
2026-07-09 12:39:19,4,Accident,0.8146,Medium,45.0,328,173,524,335,426,254,0
2026-07-09 12:39:23,6,Accident,0.7467,Medium,44.3,333,176,531,340,432,258,0
2026-07-09 12:39:27,8,Accident,0.9071,Medium,45.0,336,175,533,347,434,261,0
2026-07-09 12:39:31,10,Accident,0.9515,Medium,45.0,343,170,540,355,441,262,0
2026-07-09 12:39:35,12,Accident,0.9336,Medium,45.0,352,175,551,368,451,271,0
2026-07-09 12:39:39,14,Accident,0.9334,Medium,45.0,352,175,551,368,451,271,0
2026-07-09 12:39:44,16,Accident,0.9417,Medium,45.0,362,175,558,383,460,279,0
2026-07-09 12:39:48,18,Accident,0.9411,Medium,45.0,368,176,564,392,466,284,0
2026-07-09 12:39:48,18,Accident,0.6841,Medium,45.0,753,133,933,281,843,207,0
2026-07-09 12:39:53,20,Accident,0.9215,Medium,45.0,372,178,572,401,472,289,0
2026-07-09 12:39:53,20,Accident,0.6215,Medium,45.0,761,122,944,287,852,204,0
2026-07-09 12:39:57,22,Accident,0.8462,Medium,45.0,382,184,591,416,486,300,0
2026-07-09 12:39:57,22,Accident,0.6545,Medium,45.0,774,141,970,296,872,218,0
2026-07-09 12:40:01,24,Accident,0.8547,Medium,45.0,387,185,596,425,491,305,0
2026-07-09 12:40:05,26,Accident,0.7,Medium,45.0,792,140,998,305,895,222,0
2026-07-09 12:40:05,26,Accident,0.6259,Medium,45.0,392,190,603,442,497,316,0
2026-07-09 12:40:09,28,Accident,0.6574,Medium,41.0,809,139,1028,316,918,227,0
2026-07-09 12:40:09,28,Accident,0.4133,Medium,41.0,957,113,1098,206,1027,159,0
2026-07-09 12:40:13,30,Accident,0.6995,Medium,45.0,821,155,1049,325,935,240,0
2026-07-09 12:40:13,30,Accident,0.4908,Medium,45.0,611,125,781,299,696,212,0
2026-07-09 12:40:18,32,Accident,0.777,Medium,45.0,830,159,1068,332,949,245,0
2026-07-09 12:40:18,32,Accident,0.4002,Medium,45.0,615,131,788,304,701,217,0
2026-07-09 12:40:22,34,Accident,0.7257,Medium,45.0,851,163,1107,348,979,255,0
2026-07-09 12:40:22,34,Accident,0.5368,Medium,45.0,626,142,806,322,716,232,0
2026-07-09 12:40:26,36,Accident,0.7262,Medium,45.0,851,163,1107,348,979,255,0
2026-07-09 12:40:26,36,Accident,0.5311,Medium,45.0,626,142,806,322,716,232,0
2026-07-09 12:40:31,38,Accident,0.4523,Medium,63.2,465,227,746,586,605,406,0
2026-07-09 12:40:31,38,Accident,0.4484,Medium,63.2,640,154,840,317,740,235,0
2026-07-09 12:40:31,38,Accident,0.443,Medium,63.2,887,106,1172,375,1029,240,0
2026-07-09 12:40:31,38,Accident,0.4085,Medium,63.2,24,170,157,336,90,253,0
2026-07-09 12:40:35,40,Accident,0.5896,Low,35.0,476,226,777,603,626,414,0
2026-07-09 12:40:35,40,Accident,0.4068,Low,35.0,644,154,851,328,747,241,0
2026-07-09 12:40:39,42,Accident,0.864,High,74.8,933,107,1254,410,1093,258,0
2026-07-09 12:40:39,42,Accident,0.6743,High,74.8,499,237,837,655,668,446,0
2026-07-09 12:40:39,42,Accident,0.6235,High,74.8,661,158,885,333,773,245,0
2026-07-09 12:40:43,44,Accident,0.8629,High,74.6,933,107,1254,409,1093,258,0
2026-07-09 12:40:43,44,Accident,0.6784,High,74.6,499,238,837,655,668,446,0
2026-07-09 12:40:43,44,Accident,0.6172,High,74.6,661,158,885,333,773,245,0
2026-07-09 12:40:47,46,Accident,0.8461,Medium,45.0,968,106,1309,436,1138,271,0
2026-07-09 12:40:51,48,Accident,0.6973,Medium,35.9,688,104,925,347,806,225,0
2026-07-09 12:40:56,50,Accident,0.7986,Medium,45.0,696,100,940,347,818,223,0
2026-07-09 12:41:00,58,Accident,0.6197,Low,21.9,740,105,1020,370,880,237,0
2026-07-09 12:41:04,60,Accident,0.5169,Low,30.6,330,136,395,196,362,166,0
2026-07-09 12:41:04,60,Accident,0.4876,Low,30.6,262,156,332,240,297,198,0
2026-07-09 12:41:04,60,Accident,0.4087,Low,30.6,751,116,1034,370,892,243,0
2026-07-09 12:41:08,62,Accident,0.8037,Medium,48.2,759,115,1050,366,904,240,0
2026-07-09 12:41:08,62,Accident,0.7969,Medium,48.2,1082,128,1282,268,1182,198,0
2026-07-09 12:41:08,62,Accident,0.6986,Medium,48.2,333,138,397,197,365,167,0
2026-07-09 12:41:12,64,Accident,0.9304,Medium,45.0,779,125,1077,371,928,248,0
2026-07-09 12:41:16,66,Accident,0.9232,Medium,45.0,785,122,1090,383,937,252,0
2026-07-09 12:41:21,68,Accident,0.913,Medium,55.4,801,132,1114,404,957,268,0
2026-07-09 12:41:21,68,Accident,0.4758,Medium,55.4,629,303,804,399,716,351,0
2026-07-09 12:41:25,70,Accident,0.8726,Medium,55.2,808,148,1129,413,968,280,0
2026-07-09 12:41:25,70,Accident,0.7294,Medium,55.2,627,307,803,403,715,355,0
2026-07-09 12:41:30,72,Accident,0.6871,Medium,49.3,825,132,1171,426,998,279,0
2026-07-09 12:41:30,72,Accident,0.5287,Medium,49.3,635,306,818,407,726,356,0
2026-07-09 12:41:34,74,Accident,0.697,Medium,45.0,825,133,1171,426,998,279,0
2026-07-09 12:41:34,74,Accident,0.4507,Medium,45.0,635,307,818,407,726,357,0
2026-07-09 12:41:38,76,Accident,0.5264,Low,17.0,635,311,835,411,735,361,0
2026-07-09 12:41:42,78,Accident,0.4381,Low,29.7,845,128,1201,439,1023,283,0
2026-07-09 12:41:47,88,Accident,0.4817,Low,17.7,347,140,426,222,386,181,0
2026-07-09 12:41:52,92,Accident,0.4469,Low,27.6,907,138,1308,475,1107,306,0
2026-07-09 12:41:56,94,Accident,0.499,Low,17.4,354,140,433,224,393,182,0
