timestamp,frame_number,class_label,confidence,severity,risk_score,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,vehicle_count
2026-06-29 16:03:28,56,Accident,0.7426,Medium,58.5,898,307,1038,424,968,365,11
2026-06-29 16:03:38,58,Accident,0.8439,Medium,60.0,895,307,1034,422,964,364,13
2026-06-29 16:03:38,60,Accident,0.8453,Medium,60.0,890,306,1032,422,961,364,14
2026-06-29 16:03:38,62,Accident,0.8137,Medium,60.0,887,306,1031,423,959,364,10
2026-06-29 16:03:39,66,Accident,0.717,Medium,54.1,885,303,1026,418,955,360,11
2026-06-29 16:03:39,70,Accident,0.7585,Medium,60.0,880,299,1018,414,949,356,12
2026-06-29 16:03:40,72,Accident,0.8341,Medium,60.0,874,301,1011,415,942,358,12
2026-06-29 16:03:40,74,Accident,0.8862,Medium,60.0,868,306,1001,416,934,361,13
2026-06-29 16:03:40,76,Accident,0.8725,Medium,60.0,862,307,995,417,928,362,11
2026-06-29 16:03:41,78,Accident,0.8242,Medium,60.0,845,303,978,414,911,358,15
2026-06-29 16:03:41,80,Accident,0.8375,Medium,60.0,840,302,975,414,907,358,14
2026-06-29 16:03:41,82,Accident,0.8135,Medium,60.0,838,303,971,413,904,358,13
2026-06-29 16:03:42,84,Accident,0.7583,Medium,60.0,837,303,966,410,901,356,8
2026-06-29 16:03:44,96,Accident,0.6672,Low,46.0,799,295,916,396,857,345,10
2026-06-29 16:03:44,98,Accident,0.6794,Low,48.0,799,295,916,396,857,345,11
2026-06-29 16:03:45,100,Accident,0.7646,Medium,60.0,786,291,903,395,844,343,10
2026-06-29 16:03:47,114,Accident,0.6597,Low,44.7,531,311,643,427,587,369,15
2026-06-29 16:03:48,116,Accident,0.7836,Medium,60.0,532,312,649,429,590,370,15
2026-06-29 16:03:49,124,Accident,0.6714,Low,46.7,540,339,677,424,608,381,16
2026-06-29 16:03:51,134,Accident,0.7742,Medium,60.0,280,362,391,433,335,397,11
