timestamp,frame_number,class_label,confidence,severity,risk_score,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,vehicle_count
2026-07-09 09:30:38,18,Accident,0.52,Low,32.1,365,171,562,389,463,280,21
2026-07-09 09:30:52,42,Accident,0.414,Low,40.1,933,117,1250,406,1091,261,21
2026-07-09 09:30:53,44,Accident,0.3984,Low,39.8,933,116,1250,406,1091,261,21
2026-07-09 09:31:16,84,Accident,0.2734,Low,32.1,874,132,1307,458,1090,295,23
2026-07-09 09:31:18,88,Accident,0.2679,Low,32.1,894,125,1294,476,1094,300,25
2026-07-09 09:31:20,90,Accident,0.5797,Medium,60.0,902,125,1305,479,1103,302,23
2026-07-09 09:31:27,92,Accident,0.743,Medium,60.0,908,134,1306,482,1107,308,26
2026-07-09 09:31:34,94,Accident,0.5044,Medium,50.4,918,136,1309,489,1113,312,27
