timestamp,frame_number,class_label,confidence,severity,risk_score,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,vehicle_count
2026-07-08 14:37:22,14,Accident,0.2921,Low,32.7,43,555,271,654,157,604,23
2026-07-08 14:37:22,14,Accident,0.266,Low,32.7,256,556,417,654,336,605,23
2026-07-08 14:37:23,16,Accident,0.2927,Low,32.7,31,555,268,654,149,604,22
2026-07-08 14:37:23,16,Accident,0.2394,Low,32.7,253,557,417,654,335,605,22
2026-07-08 14:37:24,18,Accident,0.2364,Low,32.7,249,559,414,654,331,606,23
2026-07-08 14:37:24,18,Accident,0.231,Low,32.7,25,553,263,654,144,603,23
2026-07-08 14:37:25,20,Accident,0.3359,Low,32.7,251,562,410,654,330,608,24
2026-07-08 14:37:25,20,Accident,0.154,Low,32.7,28,557,261,654,144,605,24
2026-07-08 14:37:27,22,Accident,0.5998,Low,46.8,242,560,408,654,325,607,24
2026-07-08 14:37:27,22,Accident,0.3602,Low,46.8,23,563,250,654,136,608,24
2026-07-08 14:37:28,24,Accident,0.2611,Low,31.6,241,560,406,654,323,607,25
2026-07-08 14:37:30,28,Accident,0.3363,Low,32.7,28,572,233,654,130,613,25
2026-07-08 14:37:30,28,Accident,0.1952,Low,32.7,472,560,642,654,557,607,25
2026-07-08 14:37:31,30,Accident,0.2812,Low,32.7,229,581,393,654,311,617,23
2026-07-08 14:37:31,30,Accident,0.197,Low,32.7,482,563,640,654,561,608,23
2026-07-08 14:37:33,32,Accident,0.2256,Low,32.7,499,565,640,654,569,609,20
2026-07-08 14:37:33,32,Accident,0.1562,Low,32.7,228,582,389,654,308,618,20
