timestamp,frame_number,class_label,confidence,severity,risk_score,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,vehicle_count
2026-07-08 16:48:38,34,Accident,0.8679,Medium,60.0,685,746,932,960,808,853,15
2026-07-08 16:48:55,36,Accident,0.8563,Medium,60.0,637,547,937,750,787,648,15
2026-07-08 16:49:09,38,Accident,0.8842,Medium,60.0,617,542,914,750,765,646,15
2026-07-08 16:49:23,40,Accident,0.8697,Medium,60.0,600,546,897,750,748,648,14
2026-07-08 16:49:36,42,Accident,0.9122,Medium,60.0,577,545,872,752,724,648,14
2026-07-08 16:49:47,44,Accident,0.8863,Medium,60.0,550,545,856,752,703,648,14
2026-07-08 16:50:02,46,Accident,0.8702,Medium,60.0,341,552,839,740,590,646,15
2026-07-08 16:50:15,48,Accident,0.8693,Medium,60.0,341,553,839,740,590,646,15
2026-07-08 16:50:27,50,Accident,0.9039,Medium,60.0,340,549,798,738,569,643,13
2026-07-08 16:50:39,52,Accident,0.8612,Medium,60.0,339,550,779,738,559,644,13
2026-07-08 16:50:51,54,Accident,0.8751,Medium,60.0,339,549,761,740,550,644,13
2026-07-08 16:51:03,56,Accident,0.8788,Medium,60.0,336,548,743,731,539,639,13
2026-07-08 16:53:56,268,Accident,0.861,Medium,60.0,686,745,949,966,817,855,16
2026-07-08 16:54:11,270,Accident,0.8731,Medium,60.0,686,743,950,967,818,855,15
2026-07-08 16:54:23,272,Accident,0.8646,Medium,60.0,686,745,951,964,818,854,14
2026-07-08 16:54:36,274,Accident,0.8508,Medium,60.0,686,743,955,962,820,852,14
2026-07-08 16:54:48,276,Accident,0.8893,Medium,60.0,686,742,959,961,822,851,15
2026-07-08 16:55:25,312,Accident,0.8697,Medium,60.0,686,745,959,959,822,852,14
2026-07-08 16:55:43,314,Accident,0.8879,Medium,60.0,686,746,957,959,821,852,14
2026-07-08 16:55:55,316,Accident,0.8978,Medium,60.0,687,746,952,959,819,852,15
2026-07-08 16:56:07,318,Accident,0.8933,Medium,60.0,687,745,953,959,820,852,14
2026-07-08 16:56:19,320,Accident,0.8875,Medium,60.0,687,744,954,959,820,851,14
2026-07-08 16:56:31,322,Accident,0.8838,Medium,60.0,686,743,954,959,820,851,14
2026-07-08 16:56:48,324,Accident,0.8771,Medium,60.0,686,742,956,959,821,850,13
2026-07-08 16:57:00,326,Accident,0.8599,Medium,60.0,687,741,957,959,822,850,13
2026-07-08 16:57:12,328,Accident,0.8842,Medium,60.0,687,740,958,959,822,849,13
2026-07-08 16:57:59,374,Accident,0.8551,Medium,60.0,640,743,884,959,762,851,17
