timestamp,frame_number,class_label,confidence,severity,risk_score,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,vehicle_count
2026-06-29 16:59:22,2,Accident,0.7326,High,88.2,173,884,760,1400,466,1142,12
2026-06-29 16:59:22,2,Accident,0.6879,High,88.2,689,709,939,971,814,840,12
2026-06-29 16:59:23,4,Accident,0.7619,High,89.8,172,883,761,1400,466,1141,12
2026-06-29 16:59:23,4,Accident,0.6794,High,89.8,688,709,937,970,812,839,12
2026-06-29 16:59:25,6,Accident,0.7615,High,87.3,173,885,759,1400,466,1142,12
2026-06-29 16:59:25,6,Accident,0.6459,High,87.3,688,710,937,970,812,840,12
2026-06-29 16:59:26,8,Accident,0.7343,High,85.2,172,887,760,1401,466,1144,12
2026-06-29 16:59:26,8,Accident,0.6487,High,85.2,688,710,937,970,812,840,12
2026-06-29 16:59:27,10,Accident,0.6899,Medium,78.7,172,888,759,1402,465,1145,11
2026-06-29 16:59:27,10,Accident,0.6304,Medium,78.7,688,711,937,971,812,841,11
2026-06-29 16:59:28,12,Accident,0.6995,Medium,74.9,171,887,758,1402,464,1144,11
2026-06-29 16:59:28,12,Accident,0.5881,Medium,74.9,688,713,939,971,813,842,11
2026-06-29 16:59:30,14,Accident,0.7358,Medium,58.1,171,883,757,1403,464,1143,12
2026-06-29 16:59:30,14,Accident,0.3472,Medium,58.1,688,718,945,972,816,845,12
2026-06-29 16:59:32,16,Accident,0.7765,Medium,74.9,170,884,758,1403,464,1143,12
2026-06-29 16:59:32,16,Accident,0.5114,Medium,74.9,688,714,946,971,817,842,12
2026-06-29 16:59:34,18,Accident,0.8117,High,91.4,170,885,758,1404,464,1144,13
2026-06-29 16:59:34,18,Accident,0.6485,High,91.4,688,711,939,971,813,841,13
2026-06-29 16:59:36,20,Accident,0.8071,High,94.3,170,883,758,1405,464,1144,14
2026-06-29 16:59:36,20,Accident,0.7595,High,94.3,689,723,931,970,810,846,14
