timestamp,frame_number,class_label,confidence,severity,risk_score,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,vehicle_count
2026-06-29 17:36:32,6,Accident,0.7497,Medium,56.9,115,202,434,361,274,281,6
2026-06-29 17:36:43,8,Accident,0.7363,Medium,57.4,121,199,445,361,283,280,8
2026-06-29 17:36:44,10,Accident,0.7523,Medium,60.0,125,198,450,361,287,279,8
2026-06-29 17:36:45,14,Accident,0.7401,Medium,58.1,143,203,471,355,307,279,8
2026-06-29 17:36:46,16,Accident,0.8122,Medium,59.0,147,203,475,354,311,278,7
2026-06-29 17:36:47,18,Accident,0.7963,Medium,60.0,158,195,485,351,321,273,9
2026-06-29 17:36:48,20,Accident,0.7519,Medium,60.0,170,190,497,350,333,270,8
2026-06-29 17:36:48,22,Accident,0.7162,Medium,54.0,175,190,503,353,339,271,10
2026-06-29 17:36:50,26,Accident,0.7517,Medium,60.0,0,262,81,385,40,323,10
2026-06-29 17:36:51,28,Accident,0.7282,Medium,56.0,0,247,99,372,49,309,9
2026-06-29 17:36:52,32,Accident,0.6586,Low,44.5,0,227,161,355,80,291,9
2026-06-29 17:36:56,42,Accident,0.8187,Medium,60.0,308,167,646,329,477,248,8
2026-06-29 17:36:57,44,Accident,0.8023,Medium,55.0,317,168,650,330,483,249,5
2026-06-29 17:36:57,44,Accident,0.6904,Medium,55.0,104,217,275,322,189,269,5
2026-06-29 17:36:58,46,Accident,0.8223,Medium,57.0,119,217,282,320,200,268,6
2026-06-29 17:36:59,48,Accident,0.7419,Medium,57.0,146,216,299,316,222,266,6
2026-06-29 17:36:59,48,Accident,0.7047,Medium,57.0,345,178,677,330,511,254,6
2026-06-29 17:37:00,50,Accident,0.8134,Medium,59.0,156,211,307,312,231,261,7
2026-06-29 17:37:00,50,Accident,0.6914,Medium,59.0,355,178,682,329,518,253,7
2026-06-29 17:37:00,52,Accident,0.8403,Medium,60.0,378,182,702,326,540,254,8
2026-06-29 17:37:00,52,Accident,0.8248,Medium,60.0,171,205,320,308,245,256,8
2026-06-29 17:37:01,54,Accident,0.8553,Medium,57.0,412,175,736,323,574,249,6
2026-06-29 17:37:01,54,Accident,0.6746,Medium,57.0,207,213,338,296,272,254,6
2026-06-29 17:37:02,56,Accident,0.8854,Medium,57.0,421,181,755,320,588,250,6
2026-06-29 17:37:02,56,Accident,0.7415,Medium,57.0,218,211,345,292,281,251,6
2026-06-29 17:37:03,58,Accident,0.8605,Medium,57.0,433,179,769,321,601,250,6
2026-06-29 17:37:03,58,Accident,0.8497,Medium,57.0,228,210,349,291,288,250,6
2026-06-29 17:37:04,60,Accident,0.8674,Medium,57.0,455,183,786,317,620,250,6
2026-06-29 17:37:04,60,Accident,0.6883,Medium,57.0,245,207,360,288,302,247,6
2026-06-29 17:37:05,62,Accident,0.8827,Medium,59.0,491,176,812,315,651,245,7
2026-06-29 17:37:05,62,Accident,0.6661,Medium,59.0,260,203,375,284,317,243,7
2026-06-29 17:37:05,64,Accident,0.884,Medium,59.0,491,176,812,315,651,245,7
2026-06-29 17:37:05,64,Accident,0.6763,Medium,59.0,260,203,375,283,317,243,7
2026-06-29 17:37:06,66,Accident,0.8482,Medium,60.0,513,173,823,315,668,244,8
2026-06-29 17:37:07,68,Accident,0.8364,Medium,59.0,538,170,845,315,691,242,7
2026-06-29 17:37:08,70,Accident,0.844,Medium,60.0,550,165,855,315,702,240,8
2026-06-29 17:37:08,72,Accident,0.8882,Medium,57.0,561,155,892,319,726,237,6
2026-06-29 17:37:09,74,Accident,0.8875,Medium,57.0,560,155,892,319,726,237,6
2026-06-29 17:37:10,76,Accident,0.8491,Medium,59.0,557,163,918,324,737,243,7
2026-06-29 17:37:11,78,Accident,0.8897,Medium,59.0,562,172,950,331,756,251,7
2026-06-29 17:37:11,80,Accident,0.9096,Medium,57.0,598,172,982,336,790,254,6
2026-06-29 17:37:12,82,Accident,0.8894,Medium,59.0,618,170,1001,339,809,254,7
2026-06-29 17:37:13,84,Accident,0.9117,Medium,57.0,643,159,1033,352,838,255,6
2026-06-29 17:37:14,86,Accident,0.8913,Medium,57.0,678,156,1074,365,876,260,6
2026-06-29 17:37:15,88,Accident,0.9006,Medium,59.0,712,157,1107,377,909,267,7
2026-06-29 17:37:15,90,Accident,0.8805,Medium,57.0,725,157,1127,381,926,269,6
2026-06-29 17:37:16,92,Accident,0.8952,Medium,57.0,769,153,1165,392,967,272,6
2026-06-29 17:37:17,94,Accident,0.86,Medium,59.0,780,156,1184,400,982,278,7
2026-06-29 17:37:18,96,Accident,0.8202,Medium,59.0,768,154,1234,407,1001,280,7
