timestamp,frame_number,class_label,confidence,severity,risk_score,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,vehicle_count
2026-07-09 16:39:07,10,Accident,0.8734,Medium,61.6,18,152,399,382,208,267,0
2026-07-09 16:39:14,12,Accident,0.8759,Medium,63.7,19,145,432,387,225,266,0
2026-07-09 16:39:24,20,Accident,0.7252,Medium,53.5,100,142,389,398,244,270,0
2026-07-09 16:39:31,22,Accident,0.9017,Medium,59.5,94,161,376,401,235,281,0
2026-07-09 16:39:44,40,Accident,0.9138,High,80.3,53,170,786,433,419,301,0
2026-07-09 16:39:52,42,Accident,0.9225,High,77.8,82,173,736,441,409,307,0
2026-07-09 16:40:00,44,Accident,0.9215,High,76.5,117,170,736,441,426,305,0
2026-07-09 16:40:08,46,Accident,0.9198,High,74.0,193,164,745,440,469,302,0
2026-07-09 16:40:15,48,Accident,0.9415,High,74.6,217,159,753,440,485,299,0
2026-07-09 16:40:23,50,Accident,0.9571,High,74.4,277,149,762,449,519,299,0
2026-07-09 16:40:31,52,Accident,0.9416,High,73.0,311,131,751,451,531,291,0
2026-07-09 16:40:39,54,Accident,0.9523,High,77.2,279,131,773,463,526,297,0
2026-07-09 16:40:47,56,Accident,0.9522,High,77.2,279,131,773,463,526,297,0
2026-07-09 16:40:54,58,Accident,0.9418,High,79.6,230,144,797,464,513,304,0
