timestamp,frame_number,class_label,confidence,severity,risk_score,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,vehicle_count
2026-06-29 15:02:48,18,Accident,0.785,Medium,51.0,118,376,306,478,212,427,3
2026-06-29 15:02:55,20,Accident,0.8078,Medium,51.0,116,378,304,479,210,428,3
2026-06-29 15:03:02,22,Accident,0.8488,Medium,51.0,103,379,301,482,202,430,3
2026-06-29 15:03:09,24,Accident,0.8347,Medium,51.0,98,379,299,486,198,432,3
2026-06-29 15:03:16,26,Accident,0.8536,Medium,51.0,93,378,299,489,196,433,3
2026-06-29 15:03:23,28,Accident,0.8266,Medium,51.0,89,378,300,490,194,434,3
2026-06-29 15:03:30,30,Accident,0.8488,Medium,51.0,86,378,301,490,193,434,3
2026-06-29 15:03:37,32,Accident,0.8211,Medium,51.0,84,379,301,492,192,435,3
2026-06-29 15:03:47,40,Accident,0.6602,Low,37.7,185,380,301,472,243,426,4
2026-06-29 15:03:53,56,Accident,0.7235,Medium,48.2,70,367,296,558,183,462,4
2026-06-29 15:04:01,60,Accident,0.7072,Medium,43.5,81,369,352,580,216,474,3
2026-06-29 15:04:08,62,Accident,0.7966,Medium,51.0,91,370,405,614,248,492,3
